id,name,state,lat,lon,kind,population,population_known,has_market,has_coldstore
s11606705460,Buksau,Manipur,24.203246,93.603353,village,192,1,0,0
s11608340725,Khochijang,Manipur,24.417767,93.673831,village,0,0,0,0
s11608897864,Thangjing Chiru,Manipur,24.711767,93.720721,village,59,1,0,0
s11608897865,Tingkhai Khullen,Manipur,24.712149,93.721454,village,195,1,0,0
s11609427139,Chairel,Manipur,24.340554,93.877707,village,0,0,0,0
s11615146065,Kolhen,Manipur,24.440209,93.494768,village,436,1,0,0
s11615157973,Kolchung,Manipur,24.561196,93.563944,village,161,1,0,0
s11617080670,Gouthang,Manipur,24.4725,93.569225,village,238,1,0,0
s11620146700,Khanpi,Manipur,24.537464,93.484647,village,453,1,0,0
s11620146736,Ainujang,Manipur,24.517455,93.514285,village,95,1,0,0
s11620146745,L. Phailen,Manipur,24.5422,93.545848,village,142,1,0,0
s11632529702,K. Songjang,Manipur,24.62781,93.694767,village,0,0,0,0
s11632529742,Dollang,Manipur,24.673386,93.674618,village,1026,1,0,0
s11632529792,Charoi Khullen,Manipur,24.608854,93.720101,village,803,1,0,0
s11633044286,Chaiba,Manipur,24.614768,93.732214,village,294,1,0,0
s11638624078,Teijang,Manipur,24.438,93.697392,village,459,1,0,0
s11638741656,Nabil Khuman,Manipur,24.505184,93.642255,village,0,0,0,0
s11646983104,S. Nabil,Manipur,24.496075,93.708389,village,1337,1,0,0
s11646983121,Mualsang,Manipur,24.485562,93.720125,village,0,0,0,0
s11650657324,Dialkhai,Manipur,24.228765,93.299759,village,0,0,0,0
s11650657345,Zabellei,Manipur,24.181431,93.569634,village,163,1,0,0
s11660942649,Gothol,Manipur,24.456073,93.712795,village,589,1,0,0
s11660942653,Tonglhang,Manipur,24.469095,93.698912,village,150,1,0,0
s11663810088,Hiangtam K,Manipur,24.059004,93.618884,village,167,1,0,0
s11680153207,Haotak Tampha Khunou,Manipur,24.401259,93.784123,village,0,0,0,0
s11693707201,Tanrui,Manipur,25.138651,94.166784,village,0,0,0,0
s11694154599,Sirarakhong,Manipur,25.078356,94.235501,village,1243,1,0,0
s11694154600,Tuinem,Manipur,25.115072,94.248368,town,4058,1,0,0
s11694154601,Phalee,Manipur,25.143248,94.284167,village,0,0,0,0
s11715764754,Awangkhul,Manipur,24.825731,93.561616,village,0,0,0,0
s11715953782,Thangsi,Manipur,24.511744,93.578482,village,0,0,0,0
s11715953867,Silen,Manipur,24.59116,93.669735,village,99,1,0,0
s11715953868,L. Phaikholum,Manipur,24.587408,93.667672,village,125,1,0,0
s11772693880,Samulamlan,Manipur,24.358431,93.808724,village,270,1,0,0
s11772693911,Tuiringphaisen,Manipur,24.375209,93.799343,village,409,1,0,0
s11772736498,Siden,Manipur,24.378883,93.766457,village,158,1,0,0
s11772736499,T. Boljang,Manipur,24.379535,93.775117,village,407,1,0,0
s11772736802,D Hermon,Manipur,24.375666,93.781585,village,0,0,0,0
s11780368889,Thingphai,Manipur,24.063949,94.232815,village,357,1,0,0
s11819962910,Nongdam Kuki,Manipur,24.819734,94.152063,village,0,0,0,0
s11819962911,Island,Manipur,24.779878,94.126063,village,0,0,0,0
s11819962912,Moirangphurel,Manipur,24.781188,94.130327,village,0,0,0,0
s11860973511,Naranseina,Manipur,24.516662,93.756332,village,0,0,0,0
s11860973526,Khoirentak Khuman,Manipur,24.517276,93.726067,village,483,1,0,0
s11860973527,Khoirentak Khunou,Manipur,24.512317,93.729991,village,390,1,0,0
s11860973528,Hermontlang,Manipur,24.510018,93.727148,village,153,1,0,0
s11863294658,Thamnapokpi,Manipur,24.510203,93.758577,village,0,0,0,0
s11863297975,Terakhongsongbi,Manipur,24.461265,93.739988,village,0,0,0,0
s11863297976,Tronglaobi,Manipur,24.4749,93.746634,village,0,0,0,0
s11863297977,Phubala,Manipur,24.534183,93.756276,village,0,0,0,0
s11863297978,Sunushiphai,Manipur,24.528888,93.755579,village,0,0,0,0
s11866651748,Satang Kuki,Manipur,25.013476,94.049983,village,361,1,0,0
s11866678276,Bilei Kuki,Manipur,25.017693,94.043462,village,318,1,0,0
s11866678277,New Boljang,Manipur,25.016599,94.062372,village,198,1,0,0
s11867586036,Dolaithabi,Manipur,25.005376,94.028399,village,0,0,0,0
s11867586058,Pukhao Naharup,Manipur,24.991758,94.026544,village,1479,1,0,0
s11869480101,Taretkhul,Manipur,24.910737,94.040156,village,511,1,0,0
s11869481601,Govajang,Manipur,24.982857,94.090233,village,160,1,0,0
s11869807021,Uyumpok,Manipur,24.943478,94.034359,village,2899,1,0,0
s11870069122,Semol,Manipur,24.935969,94.122288,village,268,1,0,0
s11870095809,Khongbal Tangkhul,Manipur,24.958701,94.061199,village,415,1,0,0
s11871709500,Sinam Kom,Manipur,24.953965,93.97067,village,264,1,0,0
s11872439947,Nongsum,Manipur,24.954371,94.053267,village,0,0,0,0
s11918692376,New Salbung,Manipur,24.207144,94.281625,village,0,0,0,0
s11918692397,H. Langcham,Manipur,24.211209,94.283715,village,0,0,0,0
s11919388250,Waroiching,Manipur,24.740426,93.762593,village,93,1,0,0
s11919388268,Loibol Khunou,Manipur,24.732756,93.761593,village,252,1,0,0
s11920252365,Irengbam,Manipur,24.698467,93.786244,village,0,0,0,0
s11920279895,Yumnam Khunou,Manipur,24.684514,93.792419,village,0,0,0,0
s11920279918,Yanglem Leikai,Manipur,24.680181,93.784408,village,0,0,0,0
s11920279935,Keinou Thongkha,Manipur,24.674527,93.786029,village,0,0,0,0
s11920279936,Oinam,Manipur,24.692756,93.806831,village,0,0,0,0
s11933550715,K Molnom,Manipur,24.232812,93.86992,village,357,1,0,0
s11933579372,Phaisan,Manipur,24.212151,93.85383,village,70,1,0,0
s11969072865,Kulbung,Assam,24.730743,93.200352,village,156,1,0,0
s11969109586,Lower Kharkuplien,Assam,24.518019,93.11294,village,600,1,0,0
s11969109587,Upper Kharkhuplien,Assam,24.508691,93.116863,village,0,0,0,0
s11969432790,Khangbor,Assam,24.557398,93.073819,village,0,0,0,0
s11972067878,Ābin,Assam,24.988701,93.29981,village,0,0,0,0
s11975124194,Kotlen,Manipur,24.818245,93.749324,village,293,1,0,0
s11975138840,T. Laijang,Manipur,24.810451,93.734582,village,213,1,0,0
s11976451262,Leishabithol,Assam,24.74265,93.154272,village,231,1,0,0
s11978452947,Konsakhul,Manipur,24.920003,93.807859,hamlet,295,1,0,0
s11978452948,Leilon Vaiphei,Manipur,24.926376,93.815551,village,694,1,0,0
s11978769478,Kaiphundai,Assam,24.789686,93.223745,village,390,1,0,0
s11994686137,Lower Pholjang,Manipur,24.758479,93.785646,village,106,1,0,0
s11994686138,Namching,Manipur,24.766133,93.791421,village,0,0,0,0
s11994687918,Namthanjang Rongmei,Manipur,24.777491,93.786531,village,132,1,0,0
s12003249183,Suangphumun,Assam,24.649886,93.176039,village,147,1,0,0
s12003263821,Tuaitengmun,Assam,24.654371,93.177284,village,202,1,0,0
s12003263823,Tuisen,Assam,24.623327,93.115482,village,657,1,0,0
s12003263857,Saikulphai,Assam,24.666041,93.136476,village,221,1,0,0
s12003265040,Buangmun,Assam,24.61546,93.122156,village,254,1,0,0
s12020119091,Penyang,Manipur,24.538159,94.196501,hamlet,0,0,0,0
s12053139945,Mongbung,Assam,24.756692,93.127134,village,0,0,0,0
s12054051065,Sejang,Assam,24.759169,93.12521,village,0,0,0,0
s12054051107,Kashimpur,Assam,24.737885,93.133898,village,1307,1,0,0
s12055365295,Jarolpokpi,Assam,24.755787,93.140962,village,1287,1,0,0
s12061686038,Mongbung Meitei,Assam,24.758518,93.131015,village,0,0,0,0
s12067060926,Khoken,Manipur,24.810129,93.785907,village,387,1,0,0
s12067618145,Chanung,Manipur,24.923648,94.064181,village,0,0,0,0
s12067618156,Sekta,Manipur,24.88703,94.037104,village,0,0,0,0
s12083729114,Somphung,Manipur,25.125254,94.082807,village,0,0,0,0
s12083729115,Gallam,Manipur,25.136015,94.085953,village,0,0,0,0
s12084034571,Thayong,Manipur,24.798881,94.073564,village,0,0,0,0
s12084034572,Tuisenphai,Manipur,24.802417,94.056154,village,0,0,0,0
s12084034573,Takhel,Manipur,24.819583,94.046856,village,0,0,0,0
s12096936527,Pukhao Terapur,Manipur,24.998882,94.025812,village,0,0,0,0
s12096936528,Utonglok,Manipur,25.011901,94.034738,village,252,1,0,0
s12096936534,H Gelmol,Manipur,25.018603,94.036155,village,166,1,0,0
s12115782772,Kangchup Makhong,Manipur,24.85407,93.788887,village,276,1,0,0
s12115782780,Kangchup Ponlen,Manipur,24.866545,93.791629,village,168,1,0,0
s12116423924,Haraothel,Manipur,24.907476,93.825817,village,349,1,0,0
s12119048588,Chingdai Khullen,Manipur,24.927014,94.074246,village,0,0,0,0
s12119062602,L. Chajang,Manipur,24.92059,94.077142,village,286,1,0,0
s12119062635,Thingjang,Manipur,24.934849,94.074334,village,171,1,0,0
s12149550369,Koutruk,Manipur,24.893133,93.829572,village,0,0,0,0
s12149818034,Ireng Naga,Manipur,24.880042,93.796461,village,1038,1,0,0
s12149818036,Kharam Vaiphei,Manipur,24.901377,93.797419,hamlet,339,1,0,0
s12150582224,Makhan,Manipur,24.982914,93.870101,village,598,1,0,0
s12154211663,Senjam Chirang,Manipur,24.902716,93.843989,village,0,0,0,0
s12154211678,Senjam Khunou,Manipur,24.899805,93.849237,village,0,0,0,0
s12162532686,Nungphou,Assam,24.743011,93.108731,village,595,1,0,0
s12162534726,Rashidpur,Assam,24.760575,93.114581,village,210,1,0,0
s12170872558,Latingkhal,Assam,24.728411,93.097848,village,1525,1,0,0
s12170898600,Berabak,Assam,24.733167,93.104882,village,175,1,0,0
s12178834031,Leikhampokpi,Manipur,24.991258,93.873931,village,177,1,0,0
s12187185176,S. Bolen,Manipur,25.046445,93.842903,village,0,0,0,0
s12187185313,Lāngka,Manipur,25.047225,93.776003,hamlet,0,0,0,0
s12187185314,K. Haimol,Manipur,25.085166,93.796975,hamlet,0,0,0,0
s12187185315,Lasan,Manipur,25.088101,93.792029,hamlet,0,0,0,0
s12187185324,S. Songpibung,Manipur,25.102399,93.794583,hamlet,0,0,0,0
s12187185370,Riyar Tahar,Manipur,25.113344,93.837035,hamlet,0,0,0,0
s12187185570,Nungsai Chiru,Manipur,24.627893,93.726269,village,882,1,0,0
s12187250258,Tuikhang Aimol,Manipur,24.63938,93.722689,village,148,1,0,0
s12187276598,Bungte Chiru,Manipur,24.681551,93.762089,village,1172,1,0,0
s12205922874,Thilon,Assam,24.983646,93.393842,hamlet,0,0,0,0
s12205922875,Thilon,Assam,24.99199,93.397447,hamlet,0,0,0,0
s12219007695,New Keithelmanbi,Manipur,24.773881,93.791981,village,2269,1,0,0
s12219007696,Longa Koireng,Manipur,24.776425,93.789738,village,457,1,0,0
s12219048436,Keithelmanbi,Manipur,25.101025,93.944818,village,4075,1,0,0
s12219142844,Laimaton Thangbuh,Manipur,24.687459,93.741813,village,184,1,0,0
s12222698710,Longsai,Manipur,24.642974,93.667056,village,544,1,0,0
s12230182383,Ningel,Manipur,24.673831,94.117155,village,0,0,0,0
s12329641076,Ahamadabad,Assam,24.731823,93.138146,village,0,0,0,0
s12338281900,Lhangnom,Assam,24.785159,93.181504,village,306,1,0,0
s12339415447,Nungkhal,Assam,24.732789,93.148595,village,318,1,0,0
s12343835722,Muolzawl,Assam,24.745625,93.105625,village,150,1,0,0
s12346230220,Gilgal,Assam,24.699559,93.085275,village,396,1,0,0
s12346230233,Lowarjiri P.T.V.,Assam,24.71381,93.090471,village,0,0,0,0
s12346230290,Makhabosti,Assam,24.715884,93.09385,village,575,1,0,0
s12347713952,Vangaichungpao - Part 2,Assam,24.754161,93.173486,village,0,0,0,0
s12349615444,Bakhal,Assam,24.776386,93.101819,village,0,0,0,0
s12349615458,Binselu,Assam,24.754135,93.099499,village,0,0,0,0
s12349615459,Berabak,Assam,24.74725,93.100472,village,0,0,0,0
s12349624211,Nungchappi,Assam,24.765784,93.105562,village,0,0,0,0
s12349624212,Ningthembam,Assam,24.771873,93.102501,village,0,0,0,0
s12363196005,Pangmol,Assam,24.772587,93.202925,village,0,0,0,0
s12363196028,Old Kaiphundai,Assam,24.780324,93.200139,village,227,1,0,0
s12363196029,Sabughat,Assam,24.822933,93.192179,village,44,1,0,0
s12363196034,Borokhal,Assam,24.80208,93.189292,village,44,1,0,0
s12363196035,Babukhal,Assam,24.798324,93.181406,village,118,1,0,0
s12363196036,Muktokhal,Assam,24.79164,93.176256,village,268,1,0,0
s12363196037,Tatbung,Assam,24.790605,93.174523,village,268,1,0,0
s12368519685,Rovakot,Mizoram,24.172387,93.036032,village,480,1,0,0
s12372569078,Mullargao,Assam,24.754976,93.153696,village,836,1,0,0
s12380695921,Phailian,Assam,24.635349,93.118449,village,74,1,0,0
s12387235357,P. Munlian,Assam,24.605459,93.144371,village,42,1,0,0
s12387366326,P. Munte,Assam,24.566067,93.107837,village,63,1,0,0
s12388332860,Kasurbali,Assam,24.570563,93.065605,village,118,1,0,0
s12389010633,Thangboipunji,Assam,24.595578,93.087633,village,0,0,0,0
s12389131484,Sartuinek,Mizoram,24.298837,93.041901,village,707,1,0,0
s12389187261,Thingkal,Mizoram,24.438298,93.107159,village,444,1,0,0
s12389187262,Kangreng,Mizoram,24.455205,93.104262,village,1795,1,0,0
s12389199234,Kh. Jaikhan,Assam,24.493549,93.114367,village,287,1,0,0
s12389261809,Thingtatbung,Assam,24.752166,93.212403,village,106,1,0,0
s12391620974,Dawltang,Assam,24.709767,93.149339,village,0,0,0,0
s12395672817,Leishabithol Kuki,Assam,24.744928,93.151026,village,0,0,0,0
s12396486729,Vangaichungpao,Assam,24.746123,93.187862,village,309,1,0,0
s12396926967,Kamaranga,Assam,24.800231,93.14005,village,1915,1,0,0
s12398953804,Sibilong,Assam,24.768196,93.327235,village,882,1,0,0
s12399027058,Khedagar,Assam,24.720745,93.123827,village,0,0,0,0
s12399035388,Khedarga Khasi,Assam,24.721578,93.128266,village,213,1,0,0
s12399035389,Khedraga Mikir,Assam,24.717972,93.122318,village,0,0,0,0
s12421587398,Mollungthu,Manipur,24.457291,93.587038,village,0,0,0,0
s12421587399,L. Khaopijang,Manipur,24.456235,93.559582,village,0,0,0,0
s12421587400,Dahtum,Manipur,24.461295,93.549604,village,69,1,0,0
s12423564144,K. Kotlian,Manipur,24.439927,93.708202,village,145,1,0,0
s12440447900,Zikpi Tampak,Manipur,24.421098,93.699554,village,119,1,0,0
s12462716586,Sanasabi,Manipur,24.930344,94.128797,village,500,1,0,0
s12469775929,Sabungkhok,Manipur,24.895041,94.106707,village,400,1,0,0
s12469775975,Chingdai Khunou,Manipur,24.948976,94.123359,village,147,1,0,0
s12469775976,K. Nomjang,Manipur,24.946284,94.127448,village,138,1,0,0
s12469790708,T. Molnoi,Manipur,24.960628,94.133696,village,0,0,0,0
s12469844140,B. Boljang,Manipur,24.971758,94.130103,village,0,0,0,0
s12469844141,Sijang,Manipur,24.980389,94.145754,village,0,0,0,0
s12472007230,Sanakeithel,Manipur,25.034035,94.152633,village,2003,1,0,0
s12472012329,L. Molnom,Manipur,24.980606,94.155969,village,444,1,0,0
s12473272642,Samusong,Manipur,24.940417,94.123211,village,153,1,0,0
s12473296802,Saibol,Manipur,24.931894,94.111137,village,119,1,0,0
s12473296805,Kh. Phaipijang,Manipur,24.924887,94.133831,village,0,0,0,0
s12473296816,Mongyang,Manipur,24.98527,94.141041,village,75,1,0,0
s12473296930,Twichin,Manipur,24.923564,94.10671,village,218,1,0,0
s12473296932,Laikot Kharam,Manipur,24.904575,94.086184,village,185,1,0,0
s12473296933,Laikot Phaijol,Manipur,24.900357,94.08721,village,236,1,0,0
s12474552136,Laikot Kom,Manipur,24.904963,94.08881,village,200,1,0,0
s12479293577,P. Phaimol,Manipur,24.920662,94.110869,village,184,1,0,0
s12479502664,Lamlang Gate,Manipur,25.08491,94.282289,village,0,0,0,0
s12479502668,Jalenbung,Manipur,24.942056,94.156193,village,0,0,0,0
s12479519675,Nomjang,Manipur,24.9523,94.130632,village,0,0,0,0
s12513153821,Vaozang,Manipur,24.342578,93.653191,village,0,0,0,0
s12513153822,Old Gelmol,Manipur,24.352955,93.661678,village,0,0,0,0
s12626604280,Isingthembi,Manipur,24.965225,93.993543,village,0,0,0,0
s12705309086,Tonglon (P),Manipur,24.241127,93.536832,village,178,1,0,0
s12705576113,Chaljang,Manipur,24.156313,93.757786,village,0,0,0,0
s12705662124,Khuangnung,Manipur,24.303226,93.716662,village,0,0,0,0
s12705662125,Tuikham,Manipur,24.304448,93.714355,village,0,0,0,0
s12705662126,Ngurte,Manipur,24.298434,93.719009,village,0,0,0,0
s12705662127,Thenmuol Khelmuol,Manipur,24.293631,93.722066,village,0,0,0,0
s12705662128,Daijang,Manipur,24.295049,93.716917,village,0,0,0,0
s12705662129,Misao Lhavom,Manipur,24.274243,93.713363,village,0,0,0,0
s12705662130,Benazou Khoken,Manipur,24.252773,93.717882,village,0,0,0,0
s12705662131,M. Hapimollen,Manipur,24.222042,93.736483,village,0,0,0,0
s12705662132,S. Gelbung,Manipur,24.19797,93.734539,village,0,0,0,0
s12705662133,Tuidam,Manipur,24.159322,93.754535,village,0,0,0,0
s12705662139,K. Janglenphai,Manipur,24.142349,93.76808,village,0,0,0,0
s12708576217,Tuisomjang,Manipur,24.400746,93.686745,village,170,1,0,0
s12708576218,"T, Kholep",Manipur,24.395396,93.686245,village,0,0,0,0
s12709538203,Twilelon,Manipur,24.139731,93.84234,village,0,0,0,0
s12709538204,Paldai,Manipur,24.148416,93.84148,village,575,1,0,0
s12714019297,K. Phailen,Manipur,24.180175,93.857162,village,0,0,0,0
s12714023315,Teljang,Manipur,24.16772,93.858784,village,0,0,0,0
s12720551275,D. Leikot,Manipur,24.977115,94.084538,village,215,1,0,0
s12720551276,Thombol,Manipur,24.980337,94.08828,village,107,1,0,0
s12720551286,"T, Jordanphai",Manipur,24.98295,94.110227,village,169,1,0,0
s12720551287,Songjang,Manipur,24.984737,94.091599,village,183,1,0,0
s12723897088,Thangal Surung,Manipur,25.03563,93.999247,village,0,0,0,0
s12723897089,Y. Langkhong,Manipur,25.029178,93.996149,village,0,0,0,0
s12723897099,Lhungjang,Manipur,25.029373,93.962943,village,0,0,0,0
s12723909803,T. Lamkajang,Manipur,25.033462,93.967838,village,61,1,0,0
s12723909804,Thingsat,Manipur,24.988437,93.931295,village,0,0,0,0
s12723909824,Ankhombung Kho,Manipur,25.012362,93.945045,village,0,0,0,0
s12723909825,Twichamphai,Manipur,25.040271,93.958679,village,269,1,0,0
s12735406494,Leilon Khunou,Manipur,24.927686,93.82135,hamlet,273,1,0,0
s12735406496,L. Phaijang,Manipur,24.913588,93.825388,village,176,1,0,0
s12745033491,Thingkangphai,Manipur,24.318733,93.688338,village,2017,1,0,0
s12778371935,Haijang,Manipur,25.132281,93.972303,village,0,0,0,0
s12784837282,New Mandu,Assam,25.034808,93.319545,hamlet,0,0,0,0
s12784884823,Longchai,Assam,24.927209,93.276951,hamlet,0,0,0,0
s12784884824,Longkhalong,Assam,24.880003,93.261834,hamlet,0,0,0,0
s12784887036,Kaiphundai,Assam,24.831338,93.203673,hamlet,0,0,0,0
s12784887037,Baraikhāl,Assam,24.850002,93.208281,hamlet,0,0,0,0
s12785519722,Kandihong,Assam,25.016541,93.311187,hamlet,0,0,0,0
s12785519852,New Atengba,Assam,24.956647,93.31602,hamlet,0,0,0,0
s12785768965,Phoklong Khullen,Assam,25.180398,93.382244,hamlet,0,0,0,0
s12785768966,Phoklong Khund,Assam,25.162299,93.401406,hamlet,0,0,0,0
s12785768967,Tousem Khullen,Assam,25.114969,93.376418,hamlet,0,0,0,0
s12785768968,Mandu,Assam,25.062257,93.337376,hamlet,0,0,0,0
s12785781077,New Phellong,Assam,25.105983,93.447132,hamlet,0,0,0,0
s12785781078,Phellong,Assam,25.095626,93.443935,hamlet,0,0,0,0
s12785781079,Namtiram,Assam,25.073783,93.432691,hamlet,0,0,0,0
s12785832782,Kātang,Assam,25.228469,93.406899,hamlet,0,0,0,0
s12794974059,Siden,Manipur,24.4111,93.736877,village,158,1,0,0
s12794974060,Changpikot,Manipur,24.40853,93.736658,village,202,1,0,0
s12794974061,S. Gangpijang,Manipur,24.404879,93.735739,village,0,0,0,0
s12795207772,Lhungjang,Manipur,24.402017,93.735993,village,98,1,0,0
s12795207773,Nomjang,Manipur,24.401078,93.735885,village,93,1,0,0
s12795207774,T. Kananphai,Manipur,24.409605,93.731922,village,205,1,0,0
s12795926751,Gotengphai,Manipur,24.416719,93.7505,village,86,1,0,0
s12795926756,Dopkon,Manipur,24.41494,93.749494,village,111,1,0,0
s12795926759,Leitanpokpi,Manipur,24.413798,93.75453,village,0,0,0,0
s12795926760,Khuangmun,Manipur,24.411777,93.750828,village,167,1,0,0
s12795926766,Nganukon,Manipur,24.420782,93.741754,village,0,0,0,0
s12795926767,Kulbung,Manipur,24.42397,93.736278,village,220,1,0,0
s12795926773,Saiton Khullen,Manipur,24.423053,93.750348,village,149,1,0,0
s12795926777,Saiton Khunou,Manipur,24.430108,93.735986,village,193,1,0,0
s12795926779,Moirang Mantak,Manipur,24.443011,93.781107,village,406,1,0,0
s12795926780,Ngairong,Manipur,24.441454,93.757026,village,183,1,0,0
s12795926792,Haotak Khullen,Manipur,24.40004,93.78754,village,108,1,0,0
s12795926793,Haotak Phailen,Manipur,24.394823,93.799489,village,165,1,0,0
s12795926794,Haotak Vajang Khuman,Manipur,24.393688,93.809013,village,70,1,0,0
s12795926799,Khonomphai,Manipur,24.369584,93.792918,village,171,1,0,0
s12797892586,T. Vajang,Manipur,24.303245,93.829996,village,101,1,0,0
s12797892587,K. Jangnomphai,Manipur,24.295964,93.827055,village,81,1,0,0
s12797892590,Bungsanglian,Manipur,24.357022,93.795932,village,79,1,0,0
s12797892591,Haotak Khullen,Manipur,24.353016,93.806143,village,108,1,0,0
s12797899333,Chinglangmei,Manipur,24.357129,93.817524,village,310,1,0,0
s12797899334,Borayangbi Thoubal Leikai,Manipur,24.361812,93.831428,village,0,0,0,0
s12797899335,Borayangbi,Manipur,24.367929,93.837469,village,0,0,0,0
s12797899336,Lulumbung,Manipur,24.370045,93.813383,village,227,1,0,0
s12797899337,Theikakpi,Manipur,24.367708,93.810332,village,45,1,0,0
s12798011187,Chairen,Manipur,24.351929,93.844989,village,785,1,0,0
s12798011188,Khodang,Manipur,24.336633,93.843643,village,308,1,0,0
